subject	grade	domain	domainAbbrev	cluster	standardName	stateStandard
English	2	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.2.1.A	"Follow agreed-upon rules for discussions (e.g., gaining the floor in respectful ways, listening to others with care, speaking one at a time about the topics and texts under discussion)."
English	2	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.2.1.B	Build on others‰Ûª talk in conversations by linking their comments to the remarks of others.
English	2	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.2.1.C	Ask for clarification and further explanation as needed about the topics and texts under discussion.
English	2	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.2.2	Recount or describe key ideas or details from a text read aloud or information presented orally or through other media.
English	2	Speaking &amp; Listening	SL	Comprehension and Collaboration	SL.2.3	"Ask and answer questions about what a speaker says in order to clarify comprehension, gather additional information, or deepen understanding of a topic or issue."
English	2	Speaking &amp; Listening	SL	Presentation of Knowledge and Ideas	SL.2.4	"Tell a story or recount an experience with appropriate facts and relevant, descriptive details, speaking audibly in coherent sentences."
English	2	Speaking &amp; Listening	SL	Presentation of Knowledge and Ideas	SL.2.5	"Create audio recordings of stories or poems; add drawings or other visual displays to stories or recounts of experiences when appropriate to clarify ideas, thoughts, and feelings."
English	2	Speaking &amp; Listening	SL	Presentation of Knowledge and Ideas	SL.2.6	Produce complete sentences when appropriate to task and situation in order to provide requested detail or clarification.
English	2	Writing	W	Text Types and Purposes	W.2.1	"Write opinion pieces in which they introduce the topic or book they are writing about, state an opinion, supply reasons that support the opinion, use linking words (e.g., because, and, also) to connect opinion and reasons, and provide a concluding statement or section."
English	2	Writing	W	Text Types and Purposes	W.2.2	"Write informative/explanatory texts in which they introduce a topic, use facts and definitions to develop points, and provide a concluding statement or section."
English	2	Writing	W	Text Types and Purposes	W.2.3	"Write narratives in which they recount a well-elaborated event or short sequence of events, include details to describe actions, thoughts, and feelings, use temporal words to signal event order, and provide a sense of closure."
English	2	Writing	W	Production and Distribution of Writing	W.2.5	"With guidance and support from adults and peers, focus on a topic and strengthen writing as needed by revising and editing."
English	2	Writing	W	Production and Distribution of Writing	W.2.6	"With guidance and support from adults, use a variety of digital tools to produce and publish writing, including in collaboration with peers."
English	2	Writing	W	Research to Build and Present Knowledge	W.2.7	"Participate in shared research and writing projects (e.g., read a number of books on a single topic to produce a report; record science observations)."
English	2	Writing	W	Research to Build and Present Knowledge	W.2.8	Recall information from experiences or gather information from provided sources to answer a question.
English	3	Language	L	Conventions of Standard English	L.3.1	Demonstrate command of the conventions of standard English grammar and usage when writing or speaking.
English	3	Language	L	Conventions of Standard English	L.3.1.A	"Explain the function of nouns, pronouns, verbs, adjectives, and adverbs in general and their functions in particular sentences."
English	3	Language	L	Conventions of Standard English	L.3.1.B	Form and use regular and irregular plural nouns.
English	3	Language	L	Conventions of Standard English	L.3.1.C	"Use abstract nouns (e.g., childhood)."
English	3	Language	L	Conventions of Standard English	L.3.1.D	Form and use regular and irregular verbs.
English	3	Language	L	Conventions of Standard English	L.3.1.E	"Form and use the simple (e.g., I walked; I walk; I will walk) verb tenses."
English	3	Language	L	Conventions of Standard English	L.3.1.F	Ensure subject-verb and pronoun-antecedent agreement.
English	3	Language	L	Conventions of Standard English	L.3.1.G	"Form and use comparative and superlative adjectives and adverbs, and choose between them depending on what is to be modified."
English	3	Language	L	Conventions of Standard English	L.3.1.H	Use coordinating and subordinating conjunctions.
English	3	Language	L	Conventions of Standard English	L.3.1.I	"Produce simple, compound, and complex sentences."
English	3	Language	L	Conventions of Standard English	L.3.2	"Demonstrate command of the conventions of standard English capitalization, punctuation, and spelling when writing."
English	3	Language	L	Conventions of Standard English	L.3.2.A	Capitalize appropriate words in titles.
English	3	Language	L	Conventions of Standard English	L.3.2.B	Use commas in addresses.
English	3	Language	L	Conventions of Standard English	L.3.2.C	Use commas and quotation marks in dialogue.
English	3	Language	L	Conventions of Standard English	L.3.2.D	Form and use possessives.
English	3	Language	L	Conventions of Standard English	L.3.2.E	"Use conventional spelling for high-frequency and other studied words and for adding suffixes to base words (e.g., sitting, smiled, cries, happiness)."
English	3	Language	L	Conventions of Standard English	L.3.2.F	"Use spelling patterns and generalizations (e.g., word families, position-based spellings, syllable patterns, ending rules, meaningful word parts) in writing words."
English	3	Language	L	Conventions of Standard English	L.3.2.G	"Consult reference materials, including beginning dictionaries, as needed to check and correct spellings."
English	3	Language	L	Knowledge of Language	L.3.3	"Use knowledge of language and its conventions when writing, speaking, reading, or listening."
English	3	Language	L	Knowledge of Language	L.3.3.A	Choose words and phrases for effect.
English	3	Language	L	Knowledge of Language	L.3.3.B	Recognize and observe differences between the conventions of spoken and written standard English.
English	3	Language	L	Vocabulary Acquisition and Use	L.3.4	"Determine or clarify the meaning of unknown and multiple-meaning word and phrases based on grade 3 reading and content, choosing flexibly from a range of strategies."
English	3	Language	L	Vocabulary Acquisition and Use	L.3.4.A	Use sentence-level context as a clue to the meaning of a word or phrase.
English	3	Language	L	Vocabulary Acquisition and Use	L.3.4.B	"Determine the meaning of the new word formed when a known affix is added to a known word (e.g., agreeable/disagreeable, comfortable/uncomfortable, care/careless, heat/preheat)."
English	3	Language	L	Vocabulary Acquisition and Use	L.3.4.C	"Use a known root word as a clue to the meaning of an unknown word with the same root (e.g., company, companion)."
English	3	Language	L	Vocabulary Acquisition and Use	L.3.4.D	"Use glossaries or beginning dictionaries, both print and digital, to determine or clarify the precise meaning of key words and phrases."
English	3	Language	L	Vocabulary Acquisition and Use	L.3.5	"Demonstrate understanding of figurative language, word relationships and nuances in word meanings."
English	3	Language	L	Vocabulary Acquisition and Use	L.3.5.A	"Distinguish the literal and nonliteral meanings of words and phrases in context (e.g., take steps)."
English	3	Language	L	Vocabulary Acquisition and Use	L.3.5.B	"Identify real-life connections between words and their use (e.g., describe people who are friendly or helpful)."
English	3	Language	L	Vocabulary Acquisition and Use	L.3.5.C	"Distinguish shades of meaning among related words that describe states of mind or degrees of certainty (e.g., knew, believed, suspected, heard, wondered)."
English	3	Language	L	Vocabulary Acquisition and Use	L.3.6	"Acquire and use accurately grade-appropriate conversational, general academic, and domain-specific words and phrases, including those that signal spatial and temporal relationships (e.g., After dinner that night we went looking for them)."
English	3	Reading: Foundational Skills	RF	Phonics and Word recognition	RF.3.3	Know and apply grade-level phonics and word analysis skills in decoding words.
English	3	Reading: Foundational Skills	RF	Phonics and Word recognition	RF.3.3.A	Identify and know the meaning of the most common prefixes and derivational suffixes.
English	3	Reading: Foundational Skills	RF	Phonics and Word recognition	RF.3.3.B	Decode words with common Latin suffixes.
English	3	Reading: Foundational Skills	RF	Phonics and Word recognition	RF.3.3.C	Decode multisyllable words.
