subject	grade	domain	domainAbbrev	cluster	standardName	stateStandard		
Math	Grade: 4	Number & Operations in Base Ten	NBT	Place value for multi-digit numbers	4.NBT.A.1	"Recognize that in a multi-digit whole number, a digit in one place represents ten times what it represents in the place to its right. For example, recognize that 700 í‡ 70 = 10 by applying concepts of place value and division."		
Math	Grade: 4	Number & Operations in Base Ten	NBT	Place value for multi-digit numbers	4.NBT.A.2	"Read and write multi-digit whole numbers using base-ten numerals, number names, and expanded form. Compare two multi-digit numbers based on meanings of the digits in each place, using >, =, and < symbols to record the results of comparisons."		
Math	Grade: 4	Number & Operations in Base Ten	NBT	Place value for multi-digit numbers	4.NBT.A.3	Use place value understanding to round multi-digit whole numbers to any place.		
Math	Grade: 4	Number & Operations in Base Ten	NBT	Multi-digit arithmetic	4.NBT.B.4	Fluently add and subtract multi-digit whole numbers using the standard algorithm.		
Math	Grade: 4	Number & Operations in Base Ten	NBT	Multi-digit arithmetic	4.NBT.B.5	"Multiply a whole number of up to four digits by a one-digit whole number, and multiply two two-digit numbers, using strategies based on place value and the properties of operations. Illustrate and explain the calculation by using equations, rectangular arrays, and/or area models."		
Math	Grade: 4	Number & Operations in Base Ten	NBT	Multi-digit arithmetic	4.NBT.B.6	"Find whole-number quotients and remainders with up to four-digit dividends and one-digit divisors, using strategies based on place value, the properties of operations, and/or the relationship between multiplication and division. Illustrate and explain the calculation by using equations, rectangular arrays, and/or area models."		
Math	Grade: 4	Number & OperationsäóîFractions	NF	Fraction equivalence and ordering	4.NF.A.1	"Explain why a fraction a/b is equivalent to a fraction (n í„ a)/(n í„ b) by using visual fraction models, with attention to how the number and size of the parts differ even though the two fractions themselves are the same size. Use this principle to recognize and generate equivalent fractions."		
Math	Grade: 4	Number & OperationsäóîFractions	NF	Fraction equivalence and ordering	4.NF.A.2	"Compare two fractions with different numerators and different denominators, e.g., by creating common denominators or numerators, or by comparing to a benchmark fraction such as 1/2. Recognize that comparisons are valid only when the two fractions refer to the same whole. Record the results of comparisons with symbols >, =, or <, and justify the conclusions, e.g., by using a visual fraction model."		
Math	Grade: 4	Number & OperationsäóîFractions	NF	Unit fractions	4.NF.B.3	Understand a fraction a/b with a > 1 as a sum of fractions 1/b. a.		
Math	Grade: 4	Number & OperationsäóîFractions	NF	Unit fractions	4.NF.B.3.a	Understand addition and subtraction of fractions as joining and separating parts referring to the same whole.		
Math	Grade: 4	Number & OperationsäóîFractions	NF	Unit fractions	4.NF.B.3.b	"Decompose a fraction into a sum of fractions with the same denominator in more than one way, recording each decomposition by an equation. Justify decompositions, e.g., by using a visual fraction model. Examples: 3/8 = 1/8 + 1/8 + 1/8 ; 3/8 = 1/8 + 2/8 ; 2 1/8 = 1 + 1 + 1/8 = 8/8 + 8/8 + 1/8."		
Math	Grade: 4	Number & OperationsäóîFractions	NF	Unit fractions	4.NF.B.3.c	"Add and subtract mixed numbers with like denominators, e.g., by replacing each mixed number with an equivalent fraction, and/or by using properties of operations and the relationship between addition and subtraction."		
Math	Grade: 4	Number & OperationsäóîFractions	NF	Unit fractions	4.NF.B.3.d	"Solve word problems involving addition and subtraction of fractions referring to the same whole and having like denominators, e.g., by using visual fraction models and equations to represent the problem."		
Math	Grade: 4	Number & OperationsäóîFractions	NF	Unit fractions	4.NF.B.4	Apply and extend previous understandings of multiplication to multiply a fraction by a whole number.		
Math	Grade: 4	Number & OperationsäóîFractions	NF	Unit fractions	4.NF.B.4.a	"Understand a fraction a/b as a multiple of 1/b. For example, use a visual fraction model to represent 5/4 as the product 5 í„ (1/4), recording the conclusion by the equation 5/4 = 5 í„ (1/4)."		
Math	Grade: 4	Number & OperationsäóîFractions	NF	Unit fractions	4.NF.B.4.b	"Understand a multiple of a/b as a multiple of 1/b, and use this understanding to multiply a fraction by a whole number. For example, use a visual fraction model to express 3 í„ (2/5) as 6 í„ (1/5), recognizing this product as 6/5. (In general, n í„ (a/b) = (n í„ a)/b.)"		
Math	Grade: 4	Number & OperationsäóîFractions	NF	Unit fractions	4.NF.B.4.c	"Solve word problems involving multiplication of a fraction by a whole number, e.g., by using visual fraction models and equations to represent the problem. For example, if each person at a party will eat 3/8 of a pound of roast beef, and there will be 5 people at the party, how many pounds of roast beef will be needed? Between what two whole numbers does your answer lie?"		
Math	Grade: 4	Number & OperationsäóîFractions	NF	Decimal notation for fractions	4.NF.C.5	"Express a fraction with denominator 10 as an equivalent fraction with denominator 100, and use this technique to add two fractions with respective denominators 10 and 100.4 For example, express 3/10 as 30/100, and add 3/10 + 4/100 = 34/100."		
Math	Grade: 4	Number & OperationsäóîFractions	NF	Decimal notation for fractions	4.NF.C.6	"Use decimal notation for fractions with denominators 10 or 100. For example, rewrite 0.62 as 62/100; describe a length as 0.62 meters; locate 0.62 on a number line diagram."		
Math	Grade: 4	Number & OperationsäóîFractions	NF	Decimal notation for fractions	4.NF.C.7	"Compare two decimals to hundredths by reasoning about their size. Recognize that comparisons are valid only when the two decimals refer to the same whole. Record the results of comparisons with the symbols >, =, or <, and justify the conclusions, e.g., by using a visual model."		
Math	Grade: 4	Operations & Algebraic Thinking	OA	Using the four operations to solve problems	4.OA.A.1	"Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 í„ 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations."		
Math	Grade: 4	Operations & Algebraic Thinking	OA	Using the four operations to solve problems	4.OA.A.2	"Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.1"		
Math	Grade: 4	Operations & Algebraic Thinking	OA	Using the four operations to solve problems	4.OA.A.3	"Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding."		
Math	Grade: 4	Operations & Algebraic Thinking	OA	Factors and multiples	4.OA.B.4	Find all factor pairs for a whole number in the range 1äóñ100. Recognize that a whole number is a multiple of each of its factors. Determine whether a given whole number in the range 1äóñ100 is a multiple of a given one-digit number. Determine whether a given whole number in the range 1äóñ100 is prime or composite.		
Math	Grade: 4	Operations & Algebraic Thinking	OA	Number and shape patterns	4.OA.C.5	"Generate a number or shape pattern that follows a given rule. Identify apparent features of the pattern that were not explicit in the rule itself. For example, given the rule äóìAdd 3äó and the starting number 1, generate terms in the resulting sequence and observe that the terms appear to alternate between odd and even numbers. Explain informally why the numbers will continue to alternate in this way."		
Math	Grade: 5	Geometry	G	Graphing points on the coordinate plane	5.G.A.1	"Use a pair of perpendicular number lines, called axes, to define a coordinate system, with the intersection of the lines (the origin) arranged to coincide with the 0 on each line and a given point in the plane located by using an ordered pair of numbers, called its coordinates. Understand that the first number indicates how far to travel from the origin in the direction of one axis, and the second number indicates how far to travel in the direction of the second axis, with the convention that the names of the two axes and the coordinates correspond (e.g., x-axis and x-coordinate, y-axis and y-coordinate)."		
Math	Grade: 5	Geometry	G	Graphing points on the coordinate plane	5.G.A.2	"Represent real world and mathematical problems by graphing points in the first quadrant of the coordinate plane, and interpret coordinate values of points in the context of the situation."		
Math	Grade: 5	Geometry	G	Classifying two-dimensional figures	5.G.B.3	"Understand that attributes belonging to a category of two- dimensional figures also belong to all subcategories of that category. For example, all rectangles have four right angles and squares are rectangles, so all squares have four right angles."		
Math	Grade: 5	Geometry	G	Classifying two-dimensional figures	5.G.B.4	Classify two-dimensional figures in a hierarchy based on properties.		
Math	Grade: 5	Measurement & Data	MD	Unit conversion	5.MD.A.1	"Convert among different-sized standard measurement units within a given measurement system (e.g., convert 5 cm to 0.05 m), and use these conversions in solving multi-step, real world problems."		
